Keyword,Review,Tone,Attribute1
snapdeal, Phone was awesome that i had purchased from ,3,
budget,  pic n sound quality perfect in d ,3,perfect
sound,  pic n ,0,
performance,i have simultaneously ordered 3 phones in color black and am happy with d prompt delivery and ,3,
features, The much awaited Samsung Galaxy Grand 2 is here to blow your mind with its impressive ,3,
touch, 25-Inches TFT ,0,
Android, 2 GHz processor and comes with ,0,
operating system, 3 Jelly Bean ,0,
video, 0MP rear camera and enjoy high quality ,0,
browsing,   Also you can share your best captured moments instantly from your smartphone with its multiple connectivity features like 3G and Wi-Fi and get the seamless internet ,3,Internet
connectivity,   Also you can share your best captured moments instantly from your smartphone with its multiple ,0,
features,   Also you can share your best captured moments instantly from your smartphone with its multiple connectivity ,3,
internet,   Also you can share your best captured moments instantly from your smartphone with its multiple connectivity features like 3G and Wi-Fi and get the seamless ,3,
Apps,  Multi Window which lets you open multiple windows simultaneously for gathering information from multiple websites or ,0,
windows,  Multi Window which lets you open multiple ,3,
smooth , 5GB RAM provides amazingly ,3,
games,  Club Samsung is your personal house for unlimited music movies ,3,Club Samsung
music,  Club Samsung is your personal house for unlimited ,3,Club Samsung
video, music,0,
clarity, Overall good but just for camera quality mobile got flop No ,1,NO
internet, 5 days without using ,0,
sound,  Light weight ,0,
Camera, 5 GB Ram Ouad Core processor and * MP autofocus ,3,Autofocus
Ram, 5 GB ,3,5GB RAM
features, Working fine balanced ,3,
performance, It is not only beautiful but also better in ,3,
cheap, Thanx a lot snapdeal for supplying original product in comparatively ,3,
snapdeal, Thanx a lot ,3,
heating, over,1,
heavy, the phone is good but quite ,1,
gaming,  i recommend it for medium ,3,
snapdragon,  the processor is ,0,
stylish, the design is not too ,1,
fast,Touch is nice and ,3,
heavy,The phone is little ,1,
cheap, Amazing phone and i got it at much ,3,got
performance, I liked the improved ,3,
fast, avg product as it heatsp very ,1,Heat
heats, avg product as it ,1,
snapdeal, Better quality thanks for ,3,Quality
internet, accroding to ,0,
stylish,  Well made device with ,3,
sound, video chat in hd modelong battery life as it has 2600mAh battary ,0,
features, Good stuff has valuable ,3,
hangs, Good stuff has valuable features just that it ,1,
features, Must go for ii mid range phone in 18k with multitasking ,3,
Camera,1),0,
Processor,2),0,
Screen,4),0,
video,5)Internal Memory-----6 GB user available i installed 120+ apps and got some ,0,
fast,7)Internet Browsing-----Its pretty ,3,
music,6)Music----Sound is even better with a few customisations a must for ,3,
Android,9),0,
Resolution,2)Screen ,0,
Screen,2),0,
cheap, It is so ,3,
snapdeal, It is so cheap and very light to use i always like samsung product and thank u ,3,
video,  Even after using for the whole day on 3G ,0,
features,  it has got many good new ,3,
features, a truly gtreat phone at great price particularly with the upgraded ,3,
games, Grand 2 is amazing till now no issues works superb battery back up is good heating is normaleven I can play hd ,3,
heating, Grand 2 is amazing till now no issues works superb battery back up is good ,0,
lag, Grand 2 is amazing till now no issues works superb battery back up is good heating is normaleven I can play hd games with no ,3,no
sound,  big screen good ,3,
features,  has most of the ,3,
hardware,  decent ,3,
snapdeal, It was my first experience with ,0,
online,  I do lot of ,0,
online,  First time I purchased an Branded product with good discount ,3,Discount
budget, Samsung galaxy Grand 2 is unbeatable smart phone in this ,3,unbeatable
quad core, Samsung galaxy Grand 2 is unbeatable smart phone in this budget moreover its come with a internal GPU Adreno 303 and ,0,
snapdeal, A feature packed phone with great discounts on ,3,
video, The phone size is great to watch ,3,
online,  till now i have not receive any 2g3g data as you have mentioned in the ,0,
features,  There are so many advance ,3,
picture,4) 8 mp primary camera which gives really good quality ,3,
quad core, 2 ghz ,3,2GHz
video, 8 mp (hd) secondary camera usefull for ,3,
fast,6) super ,3,super
video,7) full hd ,0,
snapdeal,  Moreover bought this product from ,0,
snapdeal,  I mostly like the 100% money guarantee of ,3,
online,  i always recommend to my friends that buy products ,3,
snapdeal,  i always recommend to my friends that buy products online only from ,3,
Price, This Mobile is Jst Awesomeeee In This ,3,
Android, It Can Run All Hd Games And All ,0,
Apps, It Can Run All Hd Games And All Android ,3,
Game, It Can Run All Hd ,3,
Battery, And Its 2600mah ,3,2600mAh
Screen, 25inch ,0,
Battery, 2600mah ,2,2600mAh
Game, Adreno 305 And Snapdragon Processor(For ,0,
Processor, Adreno 305 And Snapdragon ,0,
Apps, 5gb Ram(Runs Smoothly Every ,3,
Game, 5gb Ram(Runs Smoothly Every Apps And ,3,
Ram, 5gb ,3,5GB
Camera, 9 Mega-Pixel Front ,3,9MP
features,  All ,0,
touch, green ,0,
features,  It was my first android phone and it had the right ,3,
snapdeal, I got this product as expected everything is good and i am fully satisfied with ,3,
snapdeal, Id purchased this Grand 2 piece from ,0,
applications,  but the battery no longer exists more than 5 hours if all the apps and ,0,
video,  Decent gaming and also rung 1080p ,3,1080p
body,  also the outer ,0,
lag, So far i havent noticed any kind of ,3,havent
storage,Only con is internal ,1,
Battery,3)2600mAh ,3,2600mAh
heavy,3)Bulky and ,1,
games,If you are a company going professional with not much time to play ,0,
video,If you are a company going professional with not much time to play games or watch ,0,
games,For heavy gamers Grand 2 is good but u need to have screen gaurd on before you start playing ,3,
heavy,For ,0,
Display, 2inch ,0,
fast, 2inch Display quadqore processor so overall ,3,
heats,Cons: Extreamly Poor 8mp camera slow internet speed over mob network no notification light ,1,
internet,Cons: Extreamly Poor 8mp camera slow ,1,
touch, doesnt have super amoled ,1,
hardware, If you ask me about a product (galaxy grand 2) my reply would be its a well packaged product of good looks decent ,3,
lag,  Youre getting specifications that match or exceed a f,0,
budget,  The competitive landscape is full of oversized phones from ,0,
features,  Our detailed analysis of the Galaxy Grand 2s ,0,
performance,  Our detailed analysis of the Galaxy Grand 2s features specifications and ,0,
smooth , 5GB of RAM which should be more than enough for ,3,
storage,  Samsung has been a little stingy with only 8GB of internal ,1,8GB Internal Storage
Bluetooth,  Dual-band Wi-Fi n and ,0,
sensor, 0 LE are standard as are the acceleration magnetic proximity rotation and orientation ,3,
lag,Some ,1,some
performance,Over all phone is very good in quality ,3,
Design, The looks Graphics ,0,
budget, Grand is great an price is also in ,3,price
sound,  Phone is quite filled with awesome featers like he video god battery backup high volume ,3,
video,  Phone is quite filled with awesome featers like he ,3,
fast,  Battery drains out ,1,
performance,  With company loaded apps ,0,
snapdeal, Nice Offer by ,3,
build,Smooth operation good ,3,good
interface,  samsung ,0,
heavy,Cons: Battery backup is good speaker not too loud installed apps are not of great use quite ,0,
delivered, Product is ,0,
sound,clear ,3,
snapdeal,  Service of ,0,
hanging,  Network problem to ,0,
built , Very poor  ,1,poor
snapdeal, but received late from ,1,Late
Camera, 25-Inches TFT touchscreen FM1280 x 720 pixels HD resolution Emails 8MP ,3,8MP
snapdeal, i bought this prouduct from ,0,
delivered, the packing and safety by which the product was ,0,
online, I would like to recommend to shop ,3,
snapdeal, I would like to recommend to shop online by ,3,
service, Thank you very much snapdeal and thank you bluedart courier ,3,
snapdeal, Thank you very much ,3,
delivered, Most important even during diwali period they ,0,
performance, other mobile may give high configuration than Grand2 but ,0,
Delivery,I have worst experience of ,1,worst
snapdeal,I have worst experience of Delivery of order from SnapDeal after booking the order I received the order after 15 days it may be delay from delivery vendor (BlueDart) but SnapDeal should ensure the delivery within 5 working days since we are buying from Snapdeal not from delivery vendor also ,1,
performance, Its really very nice phone and the ,0,
performance, good thing it even delivers the ,3,
delivered, Got it and ,0,
lag,  Mobile has got smooth usage without any ,3,without
smooth ,  Mobile has got ,0,
fast, This phone is advance version of Samsung galaxy grand having all the features of Grand plus bit ,3,
features, This phone is advance version of Samsung galaxy grand having all the ,3,
features,Rest of the ,0,
cheap, really good products and very ,3,very
online, really good products and very cheap with other ,0,
fast,  But still it is very user friendly and ,3,
performance,  But still it is very user friendly and fast especially grand 2 is really smart in its ,3,fast
lag, Never ever ,3,never
heats, Only prob is it ,1,
games, Its been one week ive purchased this fone installed lots of apps and few ,0,
lag, Works perfectly without ,3,without
interface,  Samsungs user ,0,
games,  but i feel this is enough for daily use of application and ,3,
features,  Nonetheless unmatched ,3,
snapdeal,worth buying from ,3,
performance,  I am very much happy with the ,3,
Camera,1),3,
Processor,2),3,
Screen,4),0,
SD card support,6)External ,0,
fast,8)Internet Browsing-----Its pretty ,3,pretty
music,7)Music----Soundalive is even better with a few customistations a must for ,3,Soundalive
features,10)Inclusion of ,0,
Android,11),0,
performance, Really good with its ,3,
applications,  After hosting number of ,0,
performance,  After hosting number of applications ,0,
picture,  After hosting number of applications performance has not been degraded apart from this ,0,
sound,  After hosting number of applications performance has not been degraded apart from this picture and ,0,
office,  Quick ,0,
Android,  I have one of my relative in Samsung(,0,
stylish, The looks very ,3,
features,Most high-end phone ,0,
snapdeal, i purches these phone from ,0,
