Keyword,Review,Tone,Attribute1
budget,  phone with all latest features,3,Features
cheap, est available on line as well as from shops,3,Online
snapdeal,  is the best,3,
built ,quality of the phone is phenominalit looks fairly good in compairision to other smartphone in this segment,3,
built ,quality of the phone is phenominalit looks fairly good in compairision to other smartphone in this segment,3,quality
built ,quality of the phone is phenominalit looks fairly good in compairision to other smartphone in this segment,3,quality
Audio,  quality is superbGaming performence is also good i ran asphalt 8 and NFS mostwanted in it which runs smoothly in this device,3,Quality
Audio,  quality is superbGaming performence is also good i ran asphalt 8 and NFS mostwanted in it which runs smoothly in this device,3,
video, s without any lag or framedrop Audio quality is superbGaming performence is also good i ran asphalt 8 and NFS mostwanted in it which runs smoothly in this device,3,Lag 
video, s without any lag or framedrop Audio quality is superbGaming performence is also good i ran asphalt 8 and NFS mostwanted in it which runs smoothly in this device,3,Framedrop
videos,  without any lag or framedrop Audio quality is superbGaming performence is also good i ran asphalt 8 and NFS mostwanted in it which runs smoothly in this device,3,Lag 
videos,  without any lag or framedrop Audio quality is superbGaming performence is also good i ran asphalt 8 and NFS mostwanted in it which runs smoothly in this device,3,Framedrop
viewing ,angles  are goodalthough it is only a qhd display but it supports 720p and 1080p resolution videos without any lag or framedrop Audio quality is superbGaming performence is also good i ran asphalt 8 and NFS mostwanted in it which runs smoothly in this device,3,QHD
viewing ,angles  are goodalthough it is only a qhd display but it supports 720p and 1080p resolution videos without any lag or framedrop Audio quality is superbGaming performence is also good i ran asphalt 8 and NFS mostwanted in it which runs smoothly in this device,3,angles
viewing ,angles  are goodalthough it is only a qhd display but it supports 720p and 1080p resolution videos without any lag or framedrop Audio quality is superbGaming performence is also good i ran asphalt 8 and NFS mostwanted in it which runs smoothly in this device,3,good
viewing ,angles  are goodalthough it is only a qhd display but it supports 720p and 1080p resolution videos without any lag or framedrop Audio quality is superbGaming performence is also good i ran asphalt 8 and NFS mostwanted in it which runs smoothly in this device,3,angles
viewing ,angles  are goodalthough it is only a qhd display but it supports 720p and 1080p resolution videos without any lag or framedrop Audio quality is superbGaming performence is also good i ran asphalt 8 and NFS mostwanted in it which runs smoothly in this device,3,good
Android, s and Xperia C is Hmmmmmmmmmm Yummmm Yummm Yummmy,3,
build,  quality is great and sturdy,3,
Camera,  : My wifes Lumia clicked better pictures,3,Pictures
Audio,  and Video : Good,3,
sound,  were good and songs played nicely,3,
Apps,  open fast and I didnt see any lag or slowness,3,Fast
Apps,  open fast and I didnt see any lag or slowness,3,Lag
Apps,  open fast and I didnt see any lag or slowness,3,Slowness
smooth , experience,3,Experience
Display,  is very nice with high end design,3,Design
expandable,  to 32GB,3,32GB
build,  quality and the form factor is very good,3,Quality
build,  quality and the form factor is very good,3,Form factor
stylish,  except the notification light which is relatively less visible,3,
performance,  of processor and RAM is very good,3,Processor
performance,  of processor and RAM is very good,3,RAM
games,  play effortlessly graphic outputs are also good,3,
storage,   is more than adequate for your gaming and everyday needs as the apps can be moved to sd card,3,
sound, s loud while using it at night listening to my fav songs,3,Loud
Battery,  backup is gud speaker is ok installed apps are not of great use,3,gud
fast,  and no lags headphone provided is great very nice display clear and crisp Battery backup is gud speaker is ok installed apps are not of great use,3,
headphone,  provided is great very nice display clear and crisp Battery backup is gud speaker is ok installed apps are not of great use,3,Great
Apps,  is absolutely smooth,3,Smooth
Display,  is awesome and the colors come out beautifully,3,Colour
back,panel is a bit of disappointment,1,panel
stylish,  enough in front though back panel is a bit of disappointment,3,
Battery,  of 2600 mah is pretty decent,2,decent
connectivity,  @ 42 mbps is really fast,3,Fast
Battery,  Backup slim and durable,3,durable
service,  is very fast and i received the order before expected date,3,Fast
picture,  quality of this phone is not of that quality as of 8MP,1,Quality
internal,memory  which is 4gb as mentioned but you will get only 800-900 mb under device memory section to install apps,1,4 gb
internal,memory  which is 4gb as mentioned but you will get only 800-900 mb under device memory section to install apps,1,memory
internal,memory  which is 4gb as mentioned but you will get only 800-900 mb under device memory section to install apps,1,memory
memory , which is 4gb as mentioned but you will get only 800-900 mb under device ,1,
cheap, est rate from snapdeal,3,Snapdeal
hangs,  sometimes,3,
touch,  doesnt wrk so hv to restart again ,1,
features,  a 5-inch qHD display with 960 x 540 pixel resolution,3,QHD
expandable,  up to 32GB with a microSD card,3,32GB
storage,  which is expandable up to 32GB with a microSD card,3,Expandable
connectivity,  the Sony Xperia C features 3G Wi-Fi DLNA Bluetooth GPS and dual-SIM,3,3G
connectivity,  the Sony Xperia C features 3G Wi-Fi DLNA Bluetooth GPS and dual-SIM,3,Wi-Fi
connectivity,  the Sony Xperia C features 3G Wi-Fi DLNA Bluetooth GPS and dual-SIM,3,
features,  3G Wi-Fi DLNA Bluetooth GPS and dual-SIM,3,3G
features,  3G Wi-Fi DLNA Bluetooth GPS and dual-SIM,3,Wi-Fi
features,  3G Wi-Fi DLNA Bluetooth GPS and dual-SIM,3,Bluetooth
light,  images are not as good,1,
sound,  is also low,1,Low
Front ,camera  should be improved,1,improved
Front ,camera  should be improved,1,
Front ,camera  should be improved,1,
features,  of the phone are excellent,3,
Design,  is good and handy,3,Handy
sound,  very low,1,Low
cheap, est deal for me,3,Deal
Battery,  backup is very good,3,good
games,  run smoothly in the xperia c which is very important factor in the gamers prospective,3,Smoothly
features,  such as auto focus led flash and much more,3,Auto focus
features,  such as auto focus led flash and much more,3,LED flash
sound,  of the mobile is not that much,1,
picture,  quality 8 megapixel is enough,3,8 megapixel
internal,memory  storage it is less,1,Less
internal,memory  storage it is less,1,memory
internal,memory  storage it is less,1,memory
memory , storage it is less,1,Less
touch, screen display with  16 million colours and 950 x 540 pixels resolution,3,Resolution
smooth , platform that allows to perform multiple tasks at one time without any hassle,3,
heavy,  compared to other smartphones but looks stylish,1,
Camera,  processor RAM capacity just awesome,3,
budget,  smart phone with almost all features that any other higher range phone gives,3,
service, I really like it and straight away I have placed 4 more orders,3,Orders
charging,  only to 99% then stops that action I dont know y,1,
Battery,  backup is quite good considering the features that one uses,3,good
Price,  is a bit high though,1,High
features,  r reasonably good ,3,Reasonably
fast,  and did not notice any lags on the games (subway surfer stic cricket and 2 racing games),3,Lag
fast,  and did not notice any lags on the games (subway surfer stic cricket and 2 racing games),3,Games
lags, s on the games (subway surfer stic cricket and 2 racing games),1,
Camera,  - 4 star,3,
performance,  is nice just thing is that its internal displayed is 4 GB but user available is just1,3,
snapdeal,  and highly recommendable to others for shopping on Snapdeal,3,Shopping
Screen,  is good sized I just bought it by comparing technical spec online with Xperia M,3,Sized
features,  of a good sony camera have been given in this phone,3,Camera
music,  sound is fair,3,Sound
picture, s and music sound is fair,3,Fair
sound,  is fair,3,
internal,memory  showing 4 GB but 2 GB already used for android 4,1,4 gb
internal,memory  showing 4 GB but 2 GB already used for android 4,1,memory
internal,memory  showing 4 GB but 2 GB already used for android 4,1,memory
memory , showing 4 GB but 2 GB already used for android 4,1,
memory , showing 4 GB but 2 GB already used for android 4,1,Nokia HERE
games,  can be installed but just smaller apps,1,Apps
applications,  are not that great,1,
smooth , but default applications are not that great,1,
Bluetooth, \tYes,3,
Audio,  Recording\tYes,3,Recording
snapdeal,  for best deal ,3,
features,  in the Mobile are very use full,3,Usefull
performance,  wise is also very good,3,
Battery,  backup is also very strong,3,strong
fast,  (Quad core with 1 GB is good enough for regular use),3,Quad core
UI,  is better than to its rivals,3,
Battery,  perfect for all day use,3,Perfect
features,  of older android version is missing it seems in 4,1,Android
sound,  quality is awesome,3,Quality
